index,symbol,date,open,high,low,close,volume,open_interest,turnover,settle,pre_settle,variety
302,SC_TAS2607,20260601,,,,0.0,0,,0.0,,,SC_TAS
303,SC_TAS2608,20260601,,,,0.0,0,,0.0,,,SC_TAS
304,SC_TAS2609,20260601,,,,0.0,0,,0.0,,,SC_TAS
305,SC_TAS2610,20260601,,,,0.0,0,,0.0,,,SC_TAS
303,SC_TAS2607,20260602,,,,0,0,,0.0,,,SC_TAS
304,SC_TAS2608,20260602,,,,0,0,,0.0,,,SC_TAS
305,SC_TAS2609,20260602,,,,0,0,,0.0,,,SC_TAS
306,SC_TAS2610,20260602,,,,0,0,,0.0,,,SC_TAS
302,SC_TAS2607,20260603,,,,0.0,0,,0.0,,,SC_TAS
303,SC_TAS2608,20260603,,,,0.0,0,,0.0,,,SC_TAS
304,SC_TAS2609,20260603,,,,0.0,0,,0.0,,,SC_TAS
305,SC_TAS2610,20260603,,,,0.0,0,,0.0,,,SC_TAS
303,SC_TAS2607,20260604,,,,0,0,,0.0,,,SC_TAS
304,SC_TAS2608,20260604,,,,0,0,,0.0,,,SC_TAS
305,SC_TAS2609,20260604,,,,0,0,,0.0,,,SC_TAS
306,SC_TAS2610,20260604,,,,0,0,,0.0,,,SC_TAS
303,SC_TAS2607,20260605,,,,0,0,,0.0,,,SC_TAS
304,SC_TAS2608,20260605,,,,0,0,,0.0,,,SC_TAS
305,SC_TAS2609,20260605,,,,0,0,,0.0,,,SC_TAS
306,SC_TAS2610,20260605,,,,0,0,,0.0,,,SC_TAS
303,SC_TAS2607,20260608,,,,0,0,,0.0,,,SC_TAS
304,SC_TAS2608,20260608,,,,0,0,,0.0,,,SC_TAS
305,SC_TAS2609,20260608,,,,0,0,,0.0,,,SC_TAS
306,SC_TAS2610,20260608,,,,0,0,,0.0,,,SC_TAS
302,SC_TAS2607,20260609,,,,0.0,0,,0.0,,,SC_TAS
303,SC_TAS2608,20260609,,,,0.0,0,,0.0,,,SC_TAS
304,SC_TAS2609,20260609,,,,0.0,0,,0.0,,,SC_TAS
305,SC_TAS2610,20260609,,,,0.0,0,,0.0,,,SC_TAS
303,SC_TAS2607,20260610,,,,0,0,,0.0,,,SC_TAS
304,SC_TAS2608,20260610,,,,0,0,,0.0,,,SC_TAS
305,SC_TAS2609,20260610,,,,0,0,,0.0,,,SC_TAS
306,SC_TAS2610,20260610,,,,0,0,,0.0,,,SC_TAS
